Seed,Task ID,Visual,Load,Medical,Personnel,t_opt,t_eff,t_ineff
2,20,True,150,1,1,23.0,42.0,102.0
2,21,True,200,2,1,17.0,41.0,61.0
2,22,False,300,1,2,14.0,27.0,48.0
2,23,True,100,3,0,13.0,22.0,46.0
2,24,False,200,0,3,30.0,54.0,67.0
2,25,True,150,1,1,28.0,40.0,55.0
2,26,True,100,3,0,14.0,27.0,128.0
2,27,False,400,0,3,26.0,47.0,91.0
2,28,True,150,1,1,24.0,43.0,105.0
2,29,True,200,2,1,24.0,38.0,58.0
2,30,False,300,1,2,16.0,30.0,56.0
2,31,True,100,3,0,13.0,21.0,44.0
2,32,False,200,0,3,27.0,45.0,74.0
2,33,True,150,1,1,20.0,49.0,61.0
2,34,True,100,3,0,8.0,27.0,117.0
2,35,False,400,0,3,31.0,45.0,88.0
2,36,True,150,1,1,27.0,40.0,107.0
2,37,True,150,1,1,27.0,49.0,59.0
2,38,True,100,3,0,12.0,25.0,126.0
2,39,False,400,0,3,30.0,55.0,93.0
2,40,True,150,1,1,22.0,40.0,108.0
2,41,True,200,2,1,24.0,43.0,60.0
2,42,False,300,1,2,17.0,34.0,45.0
2,43,True,100,3,0,13.0,26.0,36.0
2,44,False,200,0,3,34.0,55.0,67.0
2,45,True,150,1,1,24.0,40.0,68.0
2,46,True,100,3,0,6.0,27.0,127.0
2,47,False,400,0,3,29.0,54.0,94.0
2,48,True,150,1,1,25.0,49.0,106.0
2,49,True,200,2,1,23.0,37.0,65.0
2,50,False,300,1,2,16.0,34.0,58.0
2,51,True,100,3,0,11.0,30.0,40.0
2,52,False,200,0,3,25.0,49.0,66.0
2,53,True,150,1,1,26.0,43.0,57.0
2,54,True,100,3,0,8.0,29.0,124.0
2,55,False,400,0,3,34.0,55.0,85.0
2,56,True,150,1,1,22.0,41.0,99.0
2,57,True,150,1,1,30.0,41.0,64.0
2,58,True,100,3,0,11.0,24.0,121.0
2,59,False,400,0,3,26.0,52.0,97.0
2,60,True,150,1,1,20.0,40.0,98.0
3,1,True,200,2,1,20.0,43.0,55.0
3,2,False,300,1,2,17.0,33.0,44.0
3,3,True,100,3,0,8.0,28.0,38.0
3,4,False,200,0,3,35.0,53.0,70.0
3,5,True,150,1,1,30.0,42.0,67.0
3,6,True,100,3,0,7.0,24.0,118.0
3,7,False,400,0,3,35.0,51.0,82.0
3,8,True,150,1,1,22.0,43.0,100.0
3,9,True,200,2,1,23.0,37.0,61.0
3,10,False,300,1,2,11.0,34.0,49.0
3,11,True,100,3,0,9.0,26.0,42.0
3,12,False,200,0,3,31.0,55.0,74.0
3,13,True,150,1,1,24.0,50.0,60.0
3,14,True,100,3,0,8.0,27.0,113.0
3,15,False,400,0,3,28.0,50.0,92.0
3,16,True,150,1,1,27.0,44.0,105.0
3,17,True,150,1,1,27.0,43.0,55.0
3,18,True,100,3,0,9.0,23.0,119.0
3,19,False,400,0,3,26.0,55.0,84.0
3,20,True,150,1,1,29.0,42.0,92.0
3,21,True,200,2,1,23.0,41.0,53.0
3,22,False,300,1,2,17.0,35.0,54.0
3,23,True,100,3,0,7.0,23.0,34.0
3,24,False,200,0,3,28.0,48.0,78.0
3,25,True,150,1,1,24.0,43.0,56.0
3,26,True,100,3,0,13.0,24.0,117.0
3,27,False,400,0,3,27.0,53.0,89.0
3,28,True,150,1,1,26.0,50.0,93.0
3,29,True,200,2,1,22.0,42.0,56.0
3,30,False,300,1,2,13.0,34.0,53.0
3,31,True,100,3,0,12.0,23.0,41.0
3,32,False,200,0,3,25.0,46.0,63.0
3,33,True,150,1,1,23.0,41.0,63.0
3,34,True,100,3,0,5.0,26.0,112.0
3,35,False,400,0,3,33.0,51.0,94.0
3,36,True,150,1,1,20.0,40.0,106.0
3,37,True,150,1,1,26.0,50.0,60.0
3,38,True,100,3,0,8.0,27.0,117.0
3,39,False,400,0,3,32.0,51.0,93.0
3,40,True,150,1,1,27.0,46.0,96.0
3,41,True,200,2,1,21.0,45.0,68.0
3,42,False,300,1,2,16.0,27.0,52.0
3,43,True,100,3,0,11.0,27.0,44.0
3,44,False,200,0,3,35.0,50.0,76.0
3,45,True,150,1,1,30.0,48.0,58.0
3,46,True,100,3,0,12.0,27.0,124.0
3,47,False,400,0,3,28.0,49.0,95.0
3,48,True,150,1,1,27.0,40.0,105.0
3,49,True,200,2,1,16.0,40.0,52.0
3,50,False,300,1,2,15.0,32.0,53.0
3,51,True,100,3,0,6.0,21.0,36.0
3,52,False,200,0,3,35.0,51.0,70.0
3,53,True,150,1,1,28.0,41.0,66.0
3,54,True,100,3,0,10.0,30.0,115.0
3,55,False,400,0,3,25.0,51.0,97.0
3,56,True,150,1,1,27.0,49.0,97.0
3,57,True,150,1,1,21.0,49.0,59.0
3,58,True,100,3,0,10.0,26.0,115.0
3,59,False,400,0,3,28.0,53.0,84.0
3,60,True,150,1,1,25.0,44.0,105.0
4,1,True,200,2,1,22.0,37.0,53.0
4,2,False,300,1,2,17.0,29.0,42.0
4,3,True,100,3,0,5.0,25.0,48.0
4,4,False,200,0,3,27.0,48.0,65.0
4,5,True,150,1,1,20.0,46.0,56.0
4,6,True,100,3,0,14.0,26.0,117.0
4,7,False,400,0,3,28.0,46.0,95.0
4,8,True,150,1,1,25.0,49.0,99.0
4,9,True,200,2,1,21.0,38.0,60.0
4,10,False,300,1,2,15.0,33.0,43.0
4,11,True,100,3,0,8.0,28.0,44.0
4,12,False,200,0,3,33.0,53.0,66.0
4,13,True,150,1,1,20.0,46.0,62.0
4,14,True,100,3,0,6.0,24.0,121.0
4,15,False,400,0,3,31.0,46.0,92.0
4,16,True,150,1,1,23.0,50.0,108.0
4,17,True,150,1,1,29.0,50.0,61.0
4,18,True,100,3,0,12.0,30.0,121.0
4,19,False,400,0,3,29.0,47.0,85.0
4,20,True,150,1,1,21.0,46.0,107.0
4,21,True,200,2,1,15.0,36.0,54.0
4,22,False,300,1,2,13.0,35.0,58.0
4,23,True,100,3,0,5.0,23.0,35.0
4,24,False,200,0,3,28.0,55.0,70.0
4,25,True,150,1,1,25.0,46.0,56.0
4,26,True,100,3,0,10.0,20.0,115.0
4,27,False,400,0,3,25.0,45.0,96.0
4,28,True,150,1,1,29.0,43.0,99.0
4,29,True,200,2,1,17.0,42.0,52.0
4,30,False,300,1,2,13.0,26.0,52.0
4,31,True,100,3,0,12.0,20.0,36.0
4,32,False,200,0,3,35.0,47.0,70.0
4,33,True,150,1,1,27.0,44.0,61.0
4,34,True,100,3,0,8.0,28.0,114.0
4,35,False,400,0,3,29.0,51.0,96.0
4,36,True,150,1,1,24.0,45.0,101.0
4,37,True,150,1,1,25.0,49.0,59.0
4,38,True,100,3,0,12.0,23.0,112.0
4,39,False,400,0,3,32.0,51.0,85.0
4,40,True,150,1,1,26.0,48.0,93.0
4,41,True,200,2,1,25.0,45.0,58.0
4,42,False,300,1,2,18.0,31.0,55.0
4,43,True,100,3,0,11.0,27.0,38.0
4,44,False,200,0,3,33.0,46.0,76.0
4,45,True,150,1,1,21.0,50.0,60.0
4,46,True,100,3,0,15.0,22.0,126.0
4,47,False,400,0,3,31.0,53.0,98.0
4,48,True,150,1,1,29.0,49.0,100.0
4,49,True,200,2,1,24.0,43.0,62.0
4,50,False,300,1,2,11.0,32.0,50.0
4,51,True,100,3,0,15.0,27.0,44.0
4,52,False,200,0,3,30.0,54.0,77.0
4,53,True,150,1,1,26.0,48.0,68.0
4,54,True,100,3,0,13.0,21.0,125.0
4,55,False,400,0,3,29.0,48.0,96.0
4,56,True,150,1,1,28.0,45.0,98.0
4,57,True,150,1,1,21.0,50.0,63.0
4,58,True,100,3,0,13.0,30.0,128.0
4,59,False,400,0,3,26.0,54.0,93.0
4,60,True,150,1,1,25.0,46.0,92.0
5,1,True,200,2,1,25.0,35.0,56.0
5,2,False,300,1,2,19.0,30.0,57.0
5,3,True,100,3,0,8.0,25.0,36.0
5,4,False,200,0,3,27.0,47.0,64.0
5,5,True,150,1,1,24.0,43.0,68.0
5,6,True,100,3,0,11.0,24.0,117.0
5,7,False,400,0,3,30.0,45.0,86.0
5,8,True,150,1,1,26.0,44.0,98.0
5,9,True,200,2,1,21.0,39.0,59.0
5,10,False,300,1,2,11.0,27.0,56.0
5,11,True,100,3,0,13.0,26.0,37.0
5,12,False,200,0,3,35.0,48.0,65.0
5,13,True,150,1,1,27.0,49.0,65.0
5,14,True,100,3,0,13.0,20.0,122.0
5,15,False,400,0,3,35.0,47.0,96.0
5,16,True,150,1,1,28.0,48.0,106.0
5,17,True,150,1,1,25.0,42.0,54.0
5,18,True,100,3,0,9.0,24.0,125.0
5,19,False,400,0,3,30.0,55.0,83.0
5,20,True,150,1,1,25.0,49.0,99.0
5,21,True,200,2,1,19.0,37.0,53.0
5,22,False,300,1,2,13.0,26.0,46.0
5,23,True,100,3,0,10.0,25.0,38.0
5,24,False,200,0,3,35.0,50.0,64.0
5,25,True,150,1,1,30.0,41.0,55.0
5,26,True,100,3,0,14.0,25.0,120.0
5,27,False,400,0,3,26.0,52.0,92.0
5,28,True,150,1,1,22.0,47.0,108.0
5,29,True,200,2,1,21.0,45.0,68.0
5,30,False,300,1,2,10.0,33.0,45.0
5,31,True,100,3,0,6.0,22.0,47.0
5,32,False,200,0,3,25.0,48.0,63.0
5,33,True,150,1,1,23.0,50.0,62.0
5,34,True,100,3,0,8.0,29.0,124.0
5,35,False,400,0,3,28.0,46.0,96.0
5,36,True,150,1,1,27.0,47.0,97.0
5,37,True,150,1,1,26.0,44.0,57.0
5,38,True,100,3,0,11.0,21.0,118.0
5,39,False,400,0,3,25.0,52.0,84.0
5,40,True,150,1,1,30.0,45.0,99.0
5,41,True,200,2,1,16.0,40.0,60.0
5,42,False,300,1,2,19.0,26.0,42.0
5,43,True,100,3,0,6.0,30.0,41.0
5,44,False,200,0,3,31.0,50.0,75.0
5,45,True,150,1,1,28.0,48.0,58.0
5,46,True,100,3,0,7.0,26.0,114.0
5,47,False,400,0,3,31.0,52.0,94.0
5,48,True,150,1,1,28.0,40.0,102.0
5,49,True,200,2,1,16.0,45.0,59.0
5,50,False,300,1,2,13.0,34.0,47.0
5,51,True,100,3,0,11.0,25.0,36.0
5,52,False,200,0,3,26.0,53.0,63.0
5,53,True,150,1,1,29.0,41.0,59.0
5,54,True,100,3,0,9.0,20.0,121.0
5,55,False,400,0,3,30.0,49.0,89.0
5,56,True,150,1,1,30.0,44.0,100.0
5,57,True,150,1,1,21.0,49.0,66.0
5,58,True,100,3,0,8.0,23.0,125.0
5,59,False,400,0,3,28.0,53.0,98.0
5,60,True,150,1,1,23.0,49.0,108.0
6,1,True,200,2,1,15.0,44.0,64.0
6,2,False,300,1,2,17.0,28.0,45.0
6,3,True,100,3,0,5.0,22.0,39.0
6,4,False,200,0,3,31.0,51.0,66.0
6,5,True,150,1,1,28.0,41.0,64.0
6,6,True,100,3,0,8.0,29.0,120.0
6,7,False,400,0,3,33.0,51.0,88.0
6,8,True,150,1,1,25.0,49.0,104.0
6,9,True,200,2,1,15.0,36.0,60.0
6,10,False,300,1,2,11.0,33.0,47.0
6,11,True,100,3,0,9.0,22.0,36.0
6,12,False,200,0,3,30.0,45.0,78.0
6,13,True,150,1,1,26.0,46.0,61.0
6,14,True,100,3,0,7.0,30.0,115.0
6,15,False,400,0,3,29.0,48.0,95.0
6,16,True,150,1,1,29.0,43.0,105.0
6,17,True,150,1,1,24.0,40.0,62.0
6,18,True,100,3,0,5.0,21.0,120.0
6,19,False,400,0,3,25.0,46.0,95.0
6,20,True,150,1,1,30.0,40.0,95.0
6,21,True,200,2,1,25.0,39.0,54.0
6,22,False,300,1,2,16.0,25.0,45.0
6,23,True,100,3,0,13.0,23.0,33.0
6,24,False,200,0,3,25.0,50.0,77.0
6,25,True,150,1,1,26.0,43.0,59.0
6,26,True,100,3,0,8.0,30.0,113.0
6,27,False,400,0,3,34.0,52.0,95.0
6,28,True,150,1,1,23.0,45.0,99.0
6,29,True,200,2,1,19.0,45.0,60.0
6,30,False,300,1,2,18.0,31.0,44.0
6,31,True,100,3,0,6.0,28.0,43.0
6,32,False,200,0,3,29.0,50.0,73.0
6,33,True,150,1,1,30.0,44.0,68.0
6,34,True,100,3,0,9.0,23.0,122.0
6,35,False,400,0,3,33.0,55.0,96.0
6,36,True,150,1,1,28.0,41.0,100.0
6,37,True,150,1,1,27.0,45.0,65.0
6,38,True,100,3,0,12.0,25.0,120.0
6,39,False,400,0,3,34.0,49.0,89.0
6,40,True,150,1,1,20.0,50.0,108.0
6,41,True,200,2,1,17.0,38.0,68.0
6,42,False,300,1,2,16.0,31.0,47.0
6,43,True,100,3,0,6.0,21.0,41.0
6,44,False,200,0,3,30.0,50.0,74.0
6,45,True,150,1,1,24.0,43.0,64.0
6,46,True,100,3,0,15.0,30.0,118.0
6,47,False,400,0,3,25.0,55.0,86.0
6,48,True,150,1,1,21.0,50.0,107.0
6,49,True,200,2,1,17.0,36.0,56.0
6,50,False,300,1,2,10.0,29.0,57.0
6,51,True,100,3,0,7.0,30.0,45.0
6,52,False,200,0,3,31.0,47.0,67.0
6,53,True,150,1,1,20.0,41.0,59.0
6,54,True,100,3,0,15.0,25.0,126.0
6,55,False,400,0,3,33.0,54.0,84.0
6,56,True,150,1,1,27.0,48.0,93.0
6,57,True,150,1,1,20.0,45.0,55.0
6,58,True,100,3,0,7.0,24.0,113.0
6,59,False,400,0,3,29.0,52.0,85.0
6,60,True,150,1,1,25.0,40.0,108.0
7,1,True,200,2,1,21.0,37.0,64.0
7,2,False,300,1,2,11.0,32.0,42.0
7,3,True,100,3,0,9.0,22.0,46.0
7,4,False,200,0,3,29.0,46.0,70.0
7,5,True,150,1,1,24.0,40.0,62.0
7,6,True,100,3,0,10.0,21.0,120.0
7,7,False,400,0,3,26.0,46.0,87.0
7,8,True,150,1,1,29.0,42.0,104.0
7,9,True,200,2,1,16.0,42.0,52.0
7,10,False,300,1,2,19.0,27.0,51.0
7,11,True,100,3,0,14.0,28.0,38.0
7,12,False,200,0,3,35.0,45.0,68.0
7,13,True,150,1,1,28.0,43.0,67.0
7,14,True,100,3,0,10.0,24.0,120.0
7,15,False,400,0,3,35.0,49.0,87.0
7,16,True,150,1,1,22.0,50.0,99.0
7,17,True,150,1,1,25.0,40.0,65.0
7,18,True,100,3,0,6.0,26.0,116.0
7,19,False,400,0,3,33.0,55.0,88.0
7,20,True,150,1,1,27.0,43.0,103.0
7,21,True,200,2,1,23.0,39.0,54.0
7,22,False,300,1,2,11.0,35.0,45.0
7,23,True,100,3,0,7.0,28.0,47.0
7,24,False,200,0,3,26.0,46.0,74.0
7,25,True,150,1,1,26.0,48.0,58.0
7,26,True,100,3,0,9.0,20.0,114.0
7,27,False,400,0,3,31.0,54.0,90.0
7,28,True,150,1,1,22.0,42.0,94.0
7,29,True,200,2,1,15.0,44.0,65.0
7,30,False,300,1,2,10.0,28.0,49.0
7,31,True,100,3,0,9.0,30.0,40.0
7,32,False,200,0,3,33.0,52.0,68.0
7,33,True,150,1,1,28.0,48.0,58.0
7,34,True,100,3,0,8.0,29.0,118.0
7,35,False,400,0,3,27.0,47.0,87.0
7,36,True,150,1,1,27.0,42.0,101.0
7,37,True,150,1,1,27.0,49.0,59.0
7,38,True,100,3,0,8.0,21.0,119.0
7,39,False,400,0,3,30.0,48.0,93.0
7,40,True,150,1,1,21.0,43.0,100.0
7,41,True,200,2,1,21.0,44.0,66.0
7,42,False,300,1,2,15.0,27.0,44.0
7,43,True,100,3,0,12.0,29.0,39.0
7,44,False,200,0,3,35.0,53.0,77.0
7,45,True,150,1,1,20.0,41.0,65.0
7,46,True,100,3,0,10.0,27.0,122.0
7,47,False,400,0,3,28.0,46.0,84.0
7,48,True,150,1,1,20.0,41.0,104.0
7,49,True,200,2,1,22.0,40.0,64.0
7,50,False,300,1,2,13.0,33.0,45.0
7,51,True,100,3,0,14.0,28.0,38.0
7,52,False,200,0,3,29.0,45.0,68.0
7,53,True,150,1,1,25.0,43.0,54.0
7,54,True,100,3,0,5.0,28.0,121.0
7,55,False,400,0,3,27.0,47.0,82.0
7,56,True,150,1,1,23.0,46.0,100.0
7,57,True,150,1,1,21.0,42.0,57.0
7,58,True,100,3,0,7.0,28.0,112.0
7,59,False,400,0,3,31.0,52.0,85.0
7,60,True,150,1,1,23.0,50.0,98.0
8,1,True,200,2,1,19.0,37.0,61.0
8,2,False,300,1,2,18.0,28.0,43.0
8,3,True,100,3,0,13.0,22.0,43.0
8,4,False,200,0,3,30.0,46.0,75.0
8,5,True,150,1,1,26.0,42.0,65.0
8,6,True,100,3,0,10.0,29.0,117.0
8,7,False,400,0,3,32.0,48.0,88.0
8,8,True,150,1,1,27.0,45.0,106.0
8,9,True,200,2,1,23.0,45.0,66.0
8,10,False,300,1,2,18.0,28.0,45.0
8,11,True,100,3,0,6.0,21.0,44.0
8,12,False,200,0,3,28.0,48.0,78.0
8,13,True,150,1,1,28.0,47.0,57.0
8,14,True,100,3,0,6.0,20.0,112.0
8,15,False,400,0,3,34.0,49.0,89.0
8,16,True,150,1,1,25.0,42.0,103.0
8,17,True,150,1,1,28.0,47.0,58.0
8,18,True,100,3,0,10.0,28.0,124.0
8,19,False,400,0,3,31.0,45.0,87.0
8,20,True,150,1,1,23.0,44.0,96.0
8,21,True,200,2,1,15.0,35.0,57.0
8,22,False,300,1,2,18.0,34.0,44.0
8,23,True,100,3,0,9.0,22.0,34.0
8,24,False,200,0,3,35.0,53.0,71.0
8,25,True,150,1,1,27.0,50.0,60.0
8,26,True,100,3,0,9.0,29.0,112.0
8,27,False,400,0,3,29.0,53.0,96.0
8,28,True,150,1,1,30.0,44.0,107.0
8,29,True,200,2,1,22.0,37.0,63.0
8,30,False,300,1,2,18.0,30.0,48.0
8,31,True,100,3,0,7.0,21.0,35.0
8,32,False,200,0,3,33.0,54.0,66.0
8,33,True,150,1,1,20.0,49.0,59.0
8,34,True,100,3,0,6.0,27.0,116.0
8,35,False,400,0,3,35.0,50.0,82.0
8,36,True,150,1,1,30.0,46.0,104.0
8,37,True,150,1,1,23.0,45.0,63.0
8,38,True,100,3,0,14.0,28.0,113.0
8,39,False,400,0,3,29.0,50.0,83.0
8,40,True,150,1,1,20.0,46.0,94.0
8,41,True,200,2,1,25.0,42.0,66.0
8,42,False,300,1,2,13.0,33.0,45.0
8,43,True,100,3,0,13.0,24.0,36.0
8,44,False,200,0,3,30.0,45.0,76.0
8,45,True,150,1,1,26.0,49.0,68.0
8,46,True,100,3,0,9.0,21.0,114.0
8,47,False,400,0,3,35.0,48.0,94.0
8,48,True,150,1,1,30.0,49.0,102.0
8,49,True,200,2,1,16.0,42.0,60.0
8,50,False,300,1,2,15.0,33.0,44.0
8,51,True,100,3,0,10.0,27.0,45.0
8,52,False,200,0,3,27.0,51.0,74.0
8,53,True,150,1,1,27.0,46.0,56.0
8,54,True,100,3,0,13.0,24.0,117.0
8,55,False,400,0,3,34.0,53.0,91.0
8,56,True,150,1,1,23.0,49.0,94.0
8,57,True,150,1,1,24.0,45.0,56.0
8,58,True,100,3,0,6.0,26.0,120.0
8,59,False,400,0,3,27.0,49.0,90.0
8,60,True,150,1,1,27.0,43.0,94.0
9,1,True,200,2,1,25.0,44.0,68.0
9,2,False,300,1,2,17.0,28.0,48.0
9,3,True,100,3,0,15.0,24.0,34.0
9,4,False,200,0,3,26.0,50.0,71.0
9,5,True,150,1,1,26.0,42.0,63.0
9,6,True,100,3,0,10.0,30.0,127.0
9,7,False,400,0,3,34.0,55.0,95.0
9,8,True,150,1,1,24.0,49.0,102.0
9,9,True,200,2,1,15.0,44.0,54.0
9,10,False,300,1,2,16.0,30.0,50.0
9,11,True,100,3,0,15.0,30.0,40.0
9,12,False,200,0,3,25.0,53.0,72.0
9,13,True,150,1,1,29.0,49.0,65.0
9,14,True,100,3,0,9.0,28.0,114.0
9,15,False,400,0,3,27.0,55.0,92.0
9,16,True,150,1,1,23.0,46.0,99.0
9,17,True,150,1,1,29.0,40.0,54.0
9,18,True,100,3,0,9.0,30.0,121.0
9,19,False,400,0,3,27.0,46.0,90.0
9,20,True,150,1,1,27.0,41.0,98.0
9,21,True,200,2,1,22.0,39.0,61.0
9,22,False,300,1,2,14.0,35.0,46.0
9,23,True,100,3,0,10.0,30.0,40.0
9,24,False,200,0,3,33.0,45.0,78.0
9,25,True,150,1,1,28.0,45.0,55.0
9,26,True,100,3,0,10.0,21.0,113.0
9,27,False,400,0,3,34.0,53.0,94.0
9,28,True,150,1,1,24.0,44.0,99.0
9,29,True,200,2,1,24.0,35.0,60.0
9,30,False,300,1,2,19.0,31.0,45.0
9,31,True,100,3,0,7.0,29.0,39.0
9,32,False,200,0,3,31.0,51.0,74.0
9,33,True,150,1,1,21.0,47.0,58.0
9,34,True,100,3,0,12.0,25.0,127.0
9,35,False,400,0,3,27.0,51.0,89.0
9,36,True,150,1,1,28.0,41.0,92.0
9,37,True,150,1,1,22.0,45.0,55.0
9,38,True,100,3,0,8.0,29.0,122.0
9,39,False,400,0,3,26.0,54.0,86.0
9,40,True,150,1,1,25.0,47.0,93.0
9,41,True,200,2,1,21.0,39.0,52.0
9,42,False,300,1,2,20.0,32.0,57.0
9,43,True,100,3,0,15.0,29.0,39.0
9,44,False,200,0,3,25.0,45.0,78.0
9,45,True,150,1,1,27.0,43.0,60.0
9,46,True,100,3,0,5.0,20.0,122.0
9,47,False,400,0,3,33.0,52.0,86.0
9,48,True,150,1,1,21.0,40.0,94.0
9,49,True,200,2,1,16.0,39.0,52.0
9,50,False,300,1,2,18.0,27.0,52.0
9,51,True,100,3,0,10.0,20.0,37.0
9,52,False,200,0,3,30.0,53.0,73.0
9,53,True,150,1,1,30.0,45.0,55.0
9,54,True,100,3,0,15.0,20.0,112.0
9,55,False,400,0,3,31.0,47.0,97.0
9,56,True,150,1,1,23.0,49.0,92.0
9,57,True,150,1,1,29.0,42.0,60.0
9,58,True,100,3,0,13.0,22.0,126.0
9,59,False,400,0,3,34.0,50.0,95.0
9,60,True,150,1,1,29.0,44.0,96.0
10,1,True,200,2,1,21.0,41.0,57.0
10,2,False,300,1,2,20.0,31.0,56.0
10,3,True,100,3,0,14.0,29.0,39.0
10,4,False,200,0,3,27.0,52.0,76.0
10,5,True,150,1,1,24.0,47.0,57.0
10,6,True,100,3,0,9.0,24.0,125.0
10,7,False,400,0,3,25.0,52.0,90.0
10,8,True,150,1,1,30.0,41.0,108.0
10,9,True,200,2,1,20.0,40.0,58.0
10,10,False,300,1,2,11.0,34.0,57.0
10,11,True,100,3,0,5.0,26.0,36.0
10,12,False,200,0,3,29.0,49.0,69.0
10,13,True,150,1,1,25.0,41.0,60.0
10,14,True,100,3,0,11.0,22.0,117.0
10,15,False,400,0,3,32.0,45.0,88.0
10,16,True,150,1,1,27.0,50.0,100.0
10,17,True,150,1,1,20.0,44.0,64.0
10,18,True,100,3,0,7.0,20.0,126.0
10,19,False,400,0,3,28.0,54.0,98.0
10,20,True,150,1,1,28.0,43.0,102.0
10,21,True,200,2,1,25.0,38.0,67.0
10,22,False,300,1,2,12.0,35.0,45.0
10,23,True,100,3,0,8.0,23.0,33.0
10,24,False,200,0,3,32.0,53.0,68.0
10,25,True,150,1,1,26.0,44.0,58.0
10,26,True,100,3,0,11.0,26.0,118.0
10,27,False,400,0,3,32.0,51.0,98.0
10,28,True,150,1,1,20.0,45.0,102.0
10,29,True,200,2,1,17.0,38.0,60.0
10,30,False,300,1,2,12.0,25.0,53.0
10,31,True,100,3,0,6.0,30.0,42.0
10,32,False,200,0,3,35.0,47.0,73.0
10,33,True,150,1,1,25.0,47.0,65.0
10,34,True,100,3,0,15.0,28.0,123.0
10,35,False,400,0,3,32.0,55.0,90.0
10,36,True,150,1,1,20.0,40.0,102.0
10,37,True,150,1,1,30.0,44.0,55.0
10,38,True,100,3,0,12.0,27.0,122.0
10,39,False,400,0,3,30.0,54.0,85.0
